pubchem_id,iupac_name,common_name,smile,molecular_weight,num_h_donors,num_h_acceptors,num_rotatablebonds,complexity,topological_polor_surfacearea,monoisotopic_mass,exact_mass,xlogp3,formal_charge,heavy_atom_count,defined_atom_stereocenter_count,undefined_atom_stereocenter_count,defined_bond_stereocenter_count,undefined_bond_stereocenter_count,isotope_atom_count,covalently_bonded_unit_count,cas_id,fema_number,fema_flavor_profile,odor,taste,functional_groups
61151,methyl 2-methoxybenzoate,methyl 2-methoxybenzoate,COC1=CC=CC=C1C(=O)OC,166.176,0,3,3,156,35.5,166.063,166.063,2,0,12,0,0,0,0,0,1,606-45-1,2717,Floral,not available,not available,ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61153,1-ethenyl-2-methoxybenzene,2-methoxystyrene,COC1=CC=CC=C1C=C,134.178,0,1,2,109,9.2,134.073,134.073,2.6,0,10,0,0,0,0,0,1,612-15-7,Not Available,Not Available,not available,not available,ether@alkyl aryl ether@alkene@aromatic compound
61155,(2-methoxyphenyl) acetate,2-methoxyphenyl acetate,CC(=O)OC1=CC=CC=C1OC,166.176,0,3,3,156,35.5,166.063,166.063,1.4,0,12,0,0,0,0,0,1,613-70-7,3687,Floral,not available,not available,ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61156,"2,3-dibenzoyloxypropyl benzoate",glyceryl tribenzoate,C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3,404.418,0,6,11,522,78.9,404.126,404.126,4.9,0,30,0,0,0,0,0,1,614-33-5,3398,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61159,(2-methylphenyl) 2-hydroxybenzoate,o-tolyl salicylate,CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,228.247,1,3,3,264,46.5,228.079,228.079,3.8,0,17,0,0,0,0,0,1,0617-01-06,3734,Green,not available,not available,hydroxy compound@phenol or hydroxyhetarene@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61166,furan-2-ylmethyl propanoate,furfuryl propionate,CCC(=O)OCC1=CC=CO1,154.165,0,3,4,133,39.4,154.063,154.063,1.2,0,11,0,0,0,0,0,1,623-19-8,3346,"Floral, Spice",not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound
61171,S-ethyl ethanethioate,s-ethyl ethanethioate,CCSC(=O)C,104.167,0,2,2,51.5,42.4,104.03,104.03,1,0,6,0,0,0,0,0,1,59094-77-8@625-60-5,3282,"Coffee, Fruit, Sulfur",not available,not available,thiocarboxylic acid derivative@thiocarboxylic acid ester@sulfenic acid derivative
61177,hexyl formate,hexyl formate,CCCCCCOC=O,130.187,0,2,6,61.9,26.3,130.099,130.099,2.5,0,9,0,0,0,0,0,1,629-33-4,2570,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61183,oxolan-2-ylmethyl propanoate,tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1,158.197,0,3,4,133,35.5,158.094,158.094,1,0,11,0,1,0,0,0,1,637-65-0,3058,Fruit,not available,not available,ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@heterocyclic compound
61184,propan-2-yl butanoate,isopropyl butyrate,CCCC(=O)OC(C)C,130.187,0,2,4,86.9,26.3,130.099,130.099,1.7,0,9,0,0,0,0,0,1,0638-11-9,2935,"Fruit, Pungent",not available,not available,carboxylic acid derivative@carboxylic acid ester
61185,pentyl octanoate,amyl octanoate,CCCCCCCC(=O)OCCCCC,214.349,0,2,11,144,26.3,214.193,214.193,4.9,0,15,0,0,0,0,0,1,638-25-5,2079,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester
61192,"2-(4-methyl-1,3-thiazol-5-yl)ethyl acetate",656-53-1,CC1=C(SC=N1)CCOC(=O)C,185.241,0,4,4,163,67.4,185.051,185.051,1.4,0,12,0,0,0,0,0,1,656-53-1,3205,Savory,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound
61199,2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,0698-10-2,CCC1C(=C(C(=O)O1)O)C,142.154,1,3,1,193,46.5,142.063,142.063,0.9,0,10,0,1,0,0,0,1,0698-10-2,3153,"Curry, Honey, Spice",not available,not available,enol@carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
61200,2-hydroxy-4-methylbenzaldehyde,2-hydroxy-4-methylbenzaldehyde,CC1=CC(=C(C=C1)C=O)O,136.15,1,2,1,122,37.3,136.052,136.052,1.7,0,10,0,0,0,0,0,1,698-27-1,3697,Not Available,not available,not available,carbonyl compound@aldehyde@hydroxy compound@phenol or hydroxyhetarene@aromatic compound
61202,1-phenylpentan-2-ol,1-phenyl-2-pentanol,CCCC(CC1=CC=CC=C1)O,164.248,1,1,4,106,20.2,164.12,164.12,3,0,12,0,1,0,0,0,1,705-73-7,2953,Green,not available,not available,hydroxy compound@alcohol@secondary alcohol@aromatic compound
61204,6-hexyloxan-2-one,delta-undecalactone,CCCCCCC1CCCC(=O)O1,184.279,0,2,5,154,26.3,184.146,184.146,3.1,0,13,0,1,0,0,0,1,0710-04-03,3294,Peach,not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@heterocyclic compound
61206,"6,10,14-trimethylpentadeca-5,9,13-trien-2-one",farnesylacetone,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,262.437,0,1,9,352,17.1,262.23,262.23,5.6,0,19,0,0,0,2,0,1,1117-51-7@3796-69-8@3953-35-3@762-29-8,3442,Fruit,not available,not available,carbonyl compound@ketone@alkene
61209,"3-methylcyclopentane-1,2-dione","3-methylcyclopentane-1,2-dione",CC1CCC(=O)C1=O,112.128,0,2,0,138,34.1,112.052,112.052,0.2,0,8,0,1,0,0,0,1,765-70-8,Not Available,Not Available,not available,not available,carbonyl compound@ketone
61217,"propane-1,2-dithiol","1,2-propanedithiol",CC(CS)S,108.217,2,2,1,20.9,2,108.007,108.007,1.2,0,5,0,1,0,0,0,1,814-67-5,3520,Not Available,not available,not available,thiol (sulfanyl compound)@alkylthiol
61229,(4-formyl-2-methoxyphenyl) acetate,4-formyl-2-methoxyphenyl acetate,CC(=O)OC1=C(C=C(C=C1)C=O)OC,194.186,0,4,4,214,52.6,194.058,194.058,0.8,0,14,0,0,0,0,0,1,881-68-5,3108,Floral,not available,not available,carbonyl compound@aldehyde@ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61235,nonan-3-one,3-nonanone,CCCCCCC(=O)CC,142.242,0,1,6,86.7,17.1,142.136,142.136,2.8,0,10,0,0,0,0,0,1,77110-38-4@925-78-0,3440,Floral,not available,not available,carbonyl compound@ketone
61240,1-(1-methylpyrrol-2-yl)ethanone,2-acetyl-1-methylpyrrole,CC(=O)C1=CC=CN1C,123.155,0,1,1,122,22,123.068,123.068,0.7,0,9,0,0,0,0,0,1,932-16-1,3184,Savory,not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
61243,3-phenylpent-4-enal,3-phenylpent-4-enal,C=CC(CC=O)C1=CC=CC=C1,160.216,0,1,4,145,17.1,160.089,160.089,2.2,0,12,0,1,0,0,0,1,939-21-9,3318,Not Available,not available,not available,carbonyl compound@aldehyde@alkene@aromatic compound
61252,thiolan-3-one,tetrahydrothiophen-3-one,C1CSCC1=O,102.151,0,2,0,69.9,42.4,102.014,102.014,0.4,0,6,0,0,0,0,0,1,1003-04-09,3266,Savory,not available,not available,carbonyl compound@ketone@thioether@heterocyclic compound
61260,1-(1H-pyrrol-2-yl)propan-1-one,2-propionylpyrrole,CCC(=O)C1=CC=CN1,123.155,1,1,2,112,32.9,123.068,123.068,1.4,0,9,0,0,0,0,0,1,1073-26-3,3614,"Popcorn, Roast",not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
61261,2-methylsulfanylphenol,2-(methylthio)phenol,CSC1=CC=CC=C1O,140.2,1,2,1,85,45.5,140.03,140.03,2.1,0,9,0,0,0,0,0,1,1073-29-6,3210,Savory,not available,not available,hydroxy compound@phenol or hydroxyhetarene@thioether@aromatic compound
61262,"(6,6-dimethyl-4-bicyclo[3.1.1]hept-3-enyl)methyl acetate",myrtenyl acetate,CC(=O)OCC1=CCC2CC1C2(C)C,194.274,0,2,3,289,26.3,194.131,194.131,2.2,0,14,0,2,0,0,0,1,1079-01-2@35670-93-0,3765,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61270,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)ethyl acetate",.alpha.-campholenyl acetate,CC1=CCC(C1(C)C)CCOC(=O)C,196.29,0,2,4,251,26.3,196.146,196.146,2.7,0,14,0,1,0,0,0,1,1727-68-0,Not Available,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61275,"4-methyl-2-(2-methylprop-1-enyl)-3,6-dihydro-2H-pyran",nerol oxide,CC1=CCOC(C1)C=C(C)C,152.237,0,1,1,185,9.2,152.12,152.12,2.2,0,11,0,1,0,0,0,1,1786-08-09,3661,"Flower, Oil",not available,not available,ether@dialkyl ether@alkene@heterocyclic compound
61282,2-(propan-2-ylsulfanylmethyl)furan,furfuryl isopropyl sulfide,CC(C)SCC1=CC=CO1,156.243,0,2,3,93.3,38.4,156.061,156.061,2.4,0,10,0,0,0,0,0,1,1883-78-9,3161,Savory,not available,not available,thioether@aromatic compound@heterocyclic compound
61284,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)ethanol",1901-38-8,CC1=CCC(C1(C)C)CCO,154.253,1,1,2,168,20.2,154.136,154.136,2.1,0,11,0,1,0,0,0,1,1901-38-8,3741,Fruit,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
61290,"methyl 3,7-dimethyloct-6-enoate",methyl citronellate,CC(CCC=C(C)C)CC(=O)OC,184.279,0,2,6,179,26.3,184.146,184.146,3.3,0,13,0,1,0,0,0,1,2270-60-2,3361,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61293,ethyl 3-hydroxyhexanoate,ethyl 3-hydroxyhexanoate,CCCC(CC(=O)OCC)O,160.213,1,3,6,112,46.5,160.11,160.11,1,0,11,0,1,0,0,0,1,2305-25-1,3545,"Floral, Fresh, Fruit, Passion Fruit, Rubber",not available,not available,hydroxy compound@alcohol@secondary alcohol@carboxylic acid derivative@carboxylic acid ester
61294,octyl octanoate,octyl octanoate,CCCCCCCCOC(=O)CCCCCCC,256.43,0,2,14,178,26.3,256.24,256.24,6.5,0,18,0,0,0,0,0,1,2306-88-9,2811,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61295,S-propyl ethanethioate,s-propyl thioacetate,CCCSC(=O)C,118.194,0,2,3,61.1,42.4,118.045,118.045,1.6,0,7,0,0,0,0,0,1,2307-10-0,3385,Savory,not available,not available,thiocarboxylic acid derivative@thiocarboxylic acid ester@sulfenic acid derivative
61296,3-methylbutyl 3-oxobutanoate,isoamyl acetoacetate,CC(C)CCOC(=O)CC(=O)C,172.224,0,3,6,161,43.4,172.11,172.11,1.6,0,12,0,0,0,0,0,1,2308-18-1,3551,Fruit,not available,not available,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid ester
61302,4-phenylbutan-2-ol,4-phenyl-2-butanol,CC(CCC1=CC=CC=C1)O,150.221,1,1,3,95,20.2,150.104,150.104,2.3,0,11,0,1,0,0,0,1,2344-70-9,2879,Floral,not available,not available,hydroxy compound@alcohol@secondary alcohol@aromatic compound
61303,pentadecan-2-one,2-pentadecanone,CCCCCCCCCCCCCC(=O)C,226.404,0,1,12,152,17.1,226.23,226.23,6.3,0,16,0,0,0,0,0,1,2345-28-0,3724,Green,not available,not available,carbonyl compound@ketone
61304,heptyl 2-methylpropanoate,heptyl 2-methylpropanoate,CCCCCCCOC(=O)C(C)C,186.295,0,2,8,130,26.3,186.162,186.162,4,0,13,0,0,0,0,0,1,2349-13-5,2550,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61319,prop-2-enyl propanoate,allyl propionate,CCC(=O)OCC=C,114.144,0,2,4,86.5,26.3,114.068,114.068,1.2,0,8,0,0,0,0,0,1,2408-20-0,2040,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61325,"4-methoxy-2,5-dimethylfuran-3-one",4077-47-8,CC1C(=O)C(=C(O1)C)OC,142.154,0,3,1,193,35.5,142.063,142.063,1,0,10,0,1,0,0,0,1,4077-47-8,3664,"Bread Crust, Butter, Caramel, Floral, Fruit",not available,not available,carbonyl compound@ketone@heterocyclic compound
61331,(2-methoxyphenyl) 2-phenylacetate,guaiacyl phenylacetate,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,242.274,0,3,5,259,35.5,242.094,242.094,3,0,18,0,0,0,0,0,1,4112-89-4,2535,Floral,not available,not available,ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61334,"(2,5-dimethyl-4-oxofuran-3-yl) acetate",4166-20-5,CC1C(=O)C(=C(O1)C)OC(=O)C,170.164,0,4,2,264,52.6,170.058,170.058,0.8,0,12,0,1,0,0,0,1,4166-20-5,3797,Caramel,not available,not available,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid ester@heterocyclic compound
61337,prop-2-enyl furan-2-carboxylate,allyl 2-furoate,C=CCOC(=O)C1=CC=CO1,152.149,0,3,4,153,39.4,152.047,152.047,1.6,0,11,0,0,0,0,0,1,4208-49-5,2030,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound@heterocyclic compound
61341,1-benzofuran-2-carbaldehyde,4265-16-1,C1=CC=C2C(=C1)C=C(O2)C=O,146.145,0,2,1,156,30.2,146.037,146.037,2.3,0,11,0,0,0,0,0,1,4265-16-1,3128,Nuts,not available,not available,carbonyl compound@aldehyde@aromatic compound@heterocyclic compound
61342,heptyl octanoate,heptyl octanoate,CCCCCCCC(=O)OCCCCCCC,242.403,0,2,13,166,26.3,242.225,242.225,5.9,0,17,0,0,0,0,0,1,4265-97-8,2553,Fruity,not available,not available,carboxylic acid derivative@carboxylic acid ester
61346,oct-1-en-3-one,1-octen-3-one,CCCCCC(=O)C=C,126.199,0,1,5,94.7,17.1,126.104,126.104,2.4,0,9,0,0,0,0,0,1,4312-99-6,3515,"Earth, Mushroom",not available,not available,carbonyl compound@ketone@alkene
61359,2-(4-propan-2-ylphenyl)acetaldehyde,cortexal,CC(C)C1=CC=C(C=C1)CC=O,162.232,0,1,3,132,17.1,162.104,162.104,2.4,0,12,0,0,0,0,0,1,4395-92-0,2954,Green,not available,not available,carbonyl compound@aldehyde@aromatic compound
61361,3-butyl-3H-2-benzofuran-1-one,butylphthalide,CCCCC1C2=CC=CC=C2C(=O)O1,190.242,0,2,3,212,26.3,190.099,190.099,2.8,0,14,0,1,0,0,0,1,3413-15-8@6066-49-5,3334,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@lactone@aromatic compound@heterocyclic compound
61362,(6S)-3-methyl-6-propan-2-ylcyclohex-2-en-1-one,d-piperitone,CC1=CC(=O)C(CC1)C(C)C,152.237,0,1,1,189,17.1,152.12,152.12,2.2,0,11,1,0,0,0,0,1,6091-50-5,2910,"Mint, Cool",not available,not available,carbonyl compound@ketone@alkene
61367,"(R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;sulfuric acid;dihydrate",quinine sulfate dihydrate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.OS(=O)(=O)O,782.95,6,14,8,538,176,782.356,782.356,None,0,55,6,2,0,0,0,5,6119-70-6,2977,Not Available,not available,not available,hydroxy compound@alcohol@secondary alcohol@ether@alkyl aryl ether@amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@sulfuric acid derivative@sulfuric acid@alkene@aromatic compound@heterocyclic compound
61375,cyclohexyl propanoate,cyclohexyl propionate,CCC(=O)OC1CCCCC1,156.225,0,2,3,126,26.3,156.115,156.115,2.4,0,11,0,0,0,0,0,1,6222-35-1,2354,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61384,2-phenylethyl hexanoate,2-phenylethyl hexanoate,CCCCCC(=O)OCCC1=CC=CC=C1,220.312,0,2,8,183,26.3,220.146,220.146,4.2,0,16,0,0,0,0,0,1,6290-37-5,3221,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61385,2-(2-methylpropyl)pyridine,2-isobutylpyridine,CC(C)CC1=CC=CC=N1,135.21,0,1,2,88.7,12.9,135.105,135.105,2.5,0,10,0,0,0,0,0,1,6304-24-1,3370,Not Available,not available,not available,aromatic compound@heterocyclic compound
61386,3-methylbutyl dodecanoate,isoamyl laurate,CCCCCCCCCCCC(=O)OCCC(C)C,270.457,0,2,14,199,26.3,270.256,270.256,7,0,19,0,0,0,0,0,1,6309-51-9,2077,Mouthfeel,not available,not available,carboxylic acid derivative@carboxylic acid ester
61400,"4-ethenyl-1,2-dimethoxybenzene","3,4-dimethoxystyrene",COC1=C(C=C(C=C1)C=C)OC,164.204,0,2,3,145,18.5,164.084,164.084,2.3,0,12,0,0,0,0,0,1,6380-23-0,3138,Savory,not available,not available,ether@alkyl aryl ether@alkene@aromatic compound
61401,"2-(3,7-dimethyloct-6-enoxy)acetaldehyde",citronellyloxyacetaldehyde,CC(CCC=C(C)C)CCOCC=O,198.306,0,2,8,169,26.3,198.162,198.162,3.3,0,14,0,1,0,0,0,1,7492-67-3,2310,Fruit,not available,not available,carbonyl compound@aldehyde@ether@dialkyl ether@alkene
61402,"benzyl 2,3-dimethylbut-2-enoate","benzyl 2,3-dimethylbut-2-enoate",CC(=C(C)C(=O)OCC1=CC=CC=C1)C,204.269,0,2,4,243,26.3,204.115,204.115,3.4,0,15,0,0,0,0,0,1,7492-69-5,2143,Heat,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
61403,2-(1-propoxyethoxy)ethylbenzene,(2-(1-propoxyethoxy)ethyl)benzene,CCCOC(C)OCCC1=CC=CC=C1,208.301,0,2,7,142,18.5,208.146,208.146,3.3,0,15,0,1,0,0,0,1,7493-57-4,2004,Green Leaf,not available,not available,acetal@aromatic compound
61404,"undecane-2,3-dione","undecane-2,3-dione",CCCCCCCCC(=O)C(=O)C,184.279,0,2,8,162,34.1,184.146,184.146,3.1,0,13,0,0,0,0,0,1,7493-59-6,3090,Dairy,not available,not available,carbonyl compound@ketone
61405,prop-2-enyl 4-cyclohexylbutanoate,allyl cyclohexanebutyrate,C=CCOC(=O)CCCC1CCCCC1,210.317,0,2,7,193,26.3,210.162,210.162,4.3,0,15,0,0,0,0,0,1,7493-65-4,2024,Pineapple,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61406,prop-2-enyl 6-cyclohexylhexanoate,2-propenyl cyclohexanehexanoate,C=CCOC(=O)CCCCCC1CCCCC1,238.371,0,2,9,217,26.3,238.193,238.193,5.4,0,17,0,0,0,0,0,1,7493-66-5,2025,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61407,prop-2-enyl 5-cyclohexylpentanoate,7493-68-7,C=CCOC(=O)CCCCC1CCCCC1,224.344,0,2,8,205,26.3,224.178,224.178,4.9,0,16,0,0,0,0,0,1,7493-68-7,2027,"Apricot, Fruit, Peach, Pineapple",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61408,prop-2-enyl 2-ethylbutanoate,allyl 2-ethylbutyrate,CCC(CC)C(=O)OCC=C,156.225,0,2,6,126,26.3,156.115,156.115,2.5,0,11,0,0,0,0,0,1,7493-69-8,2029,Nut,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61410,prop-2-enyl nonanoate,allyl nonanoate,CCCCCCCCC(=O)OCC=C,198.306,0,2,10,152,26.3,198.162,198.162,4.3,0,14,0,0,0,0,0,1,7493-72-3,2036,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61412,prop-2-enyl undec-10-enoate,allyl undecylenate,C=CCCCCCCCCC(=O)OCC=C,224.344,0,2,12,197,26.3,224.178,224.178,4.8,0,16,0,0,0,0,0,1,7493-76-7,2044,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61415,pentyl heptanoate,pentyl heptanoate,CCCCCCC(=O)OCCCCC,200.322,0,2,10,132,26.3,200.178,200.178,4.4,0,14,0,0,0,0,0,1,7493-82-5,2073,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61416,"3,7-dimethyloct-6-enyl pentanoate",citronellyl valerate,CCCCC(=O)OCCC(C)CCC=C(C)C,240.387,0,2,10,227,26.3,240.209,240.209,5.1,0,17,0,1,0,0,0,1,7540-53-6,2317,"Herb, Honey, Rose, Warm",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61417,(4-methoxyphenyl)methyl propanoate,anisyl propionate,CCC(=O)OCC1=CC=C(C=C1)OC,194.23,0,3,5,171,35.5,194.094,194.094,2.7,0,14,0,0,0,0,0,1,7549-33-9,2102,Fruit,not available,not available,ether@alkyl aryl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound
61431,"1,1-dimethoxyoctane","1,1-dimethoxyoctane",CCCCCCCC(OC)OC,174.284,0,2,8,79.9,18.5,174.162,174.162,3.5,0,12,0,0,0,0,0,1,10022-28-3,2798,Floral,not available,not available,acetal
61434,(4-methylphenyl) dodecanoate,4-methylphenyl dodecanoate,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,290.447,0,2,12,254,26.3,290.225,290.225,7.2,0,21,0,0,0,0,0,1,10024-57-4,3076,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61435,"3,7-dimethylocta-1,6-dien-3-yl octanoate",linalyl octanoate,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,280.452,0,2,12,313,26.3,280.24,280.24,6.3,0,20,0,1,0,0,0,1,10024-64-3,2644,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
61446,(2-methyl-4-phenylbutan-2-yl) 2-methylpropanoate,10031-71-7,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,234.339,0,2,6,237,26.3,234.162,234.162,4.1,0,17,0,0,0,0,0,1,10031-71-7,2736,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61447,1-phenylpropyl butanoate,1-phenylpropyl butyrate,CCCC(=O)OC(CC)C1=CC=CC=C1,206.285,0,2,6,183,26.3,206.131,206.131,3.4,0,15,0,1,0,0,0,1,10031-86-4,2424,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61448,2-ethylbutyl acetate,2-ethylbutyl acetate,CCC(CC)COC(=O)C,144.214,0,2,5,95.4,26.3,144.115,144.115,2.6,0,10,0,0,0,0,0,1,10031-87-5,2425,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61450,ethyl 3-(furan-2-yl)propanoate,ethyl 3-(2-furyl)propionate,CCOC(=O)CCC1=CC=CO1,168.192,0,3,5,145,39.4,168.079,168.079,1.4,0,12,0,0,0,0,0,1,10031-90-0,2435,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound
61451,ethyl non-2-ynoate,ethyl 2-nonynoate,CCCCCCC#CC(=O)OCC,182.263,0,2,6,195,26.3,182.131,182.131,4.1,0,13,0,0,0,0,0,1,10031-92-2,2448,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkyne
61452,ethyl 4-phenylbutanoate,ethyl 4-phenylbutanoate,CCOC(=O)CCCC1=CC=CC=C1,192.258,0,2,6,160,26.3,192.115,192.115,3.1,0,14,0,0,0,0,0,1,10031-93-3,2453,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61453,"1,1-dimethoxyheptane","1,1-dimethoxyheptane",CCCCCCC(OC)OC,160.257,0,2,7,70,18.5,160.146,160.146,3,0,11,0,0,0,0,0,1,10032-05-0,2541,Green,not available,not available,acetal
61455,hexyl 3-methylbutanoate,hexyl isovalerate,CCCCCCOC(=O)CC(C)C,186.295,0,2,8,130,26.3,186.162,186.162,3.7,0,13,0,0,0,0,0,1,10032-13-0,3500,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61457,(5-hexyloxolan-3-yl) acetate,2-hexyl-4-acetoxytetrahydrofuran,CCCCCCC1CC(CO1)OC(=O)C,214.305,0,3,7,191,35.5,214.157,214.157,3.1,0,15,0,2,0,0,0,1,10039-39-1,2566,Fruit,not available,not available,ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@heterocyclic compound
61464,(2-methyl-1-phenylpropan-2-yl) formate,unii-48e8s6vrq8,CC(C)(CC1=CC=CC=C1)OC=O,178.231,0,2,4,158,26.3,178.099,178.099,2.7,0,13,0,0,0,0,0,1,10058-43-2,2395,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61466,ethyl 3-cyclohexylpropanoate,ethyl 3-cyclohexylpropanoate,CCOC(=O)CCC1CCCCC1,184.279,0,2,5,148,26.3,184.146,184.146,3.5,0,13,0,0,0,0,0,1,10094-36-7,2431,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester
61502,2-hydroxycyclohex-2-en-1-one,2-hydroxy-2-cyclohexen-1-one,C1CC=C(C(=O)C1)O,112.128,1,2,0,136,37.3,112.052,112.052,0.7,0,8,0,0,0,0,0,1,10316-66-2,3458,Savory,not available,not available,carbonyl compound@ketone@enol
61516,3-methyl-1-phenylpentan-3-ol,3-methyl-1-phenyl-3-pentanol,CCC(C)(CCC1=CC=CC=C1)O,178.275,1,1,4,138,20.2,178.136,178.136,3,0,13,0,1,0,0,0,1,10415-87-9,2883,Floral,not available,not available,hydroxy compound@alcohol@tertiary alcohol@aromatic compound
61517,4-phenylbutan-2-yl acetate,4-phenyl-2-butyl acetate,CC(CCC1=CC=CC=C1)OC(=O)C,192.258,0,2,5,171,26.3,192.115,192.115,2.9,0,14,0,1,0,0,0,1,10415-88-0@59960-25-7,2882,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@aromatic compound
61523,5-phenylpentan-1-ol,benzenepentanol,C1=CC=C(C=C1)CCCCCO,164.248,1,1,5,95.2,20.2,164.12,164.12,2.8,0,12,0,0,0,0,0,1,10521-91-2,3618,Floral,not available,not available,hydroxy compound@alcohol@primary alcohol@aromatic compound
61524,methyl undec-2-ynoate,methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,196.29,0,2,7,207,26.3,196.146,196.146,4.8,0,14,0,0,0,0,0,1,10522-18-6,2751,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkyne
61527,"1-(2,5-dimethylfuran-3-yl)ethanone","3-acetyl-2,5-dimethylfuran",CC1=CC(=C(O1)C)C(=O)C,138.166,0,2,1,142,30.2,138.068,138.068,1.5,0,10,0,0,0,0,0,1,10599-70-9,3391,Savory,not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
61585,"1-(6-tert-butyl-1,1-dimethyl-2,3-dihydroinden-4-yl)ethanone",celestolide,CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,244.378,0,1,2,334,17.1,244.183,244.183,5,0,18,0,0,0,0,0,1,13171-00-1,3653,Floral,not available,not available,carbonyl compound@ketone@aromatic compound
