Structure,Name,source file,MW,AlogP,RB,PSA,Estate,MR,Polar,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Num aromatic rings,,Num chiral centers,Num heavy atoms,,,,,,Num rings,,,,,Total charge
,Non-Bitter 1828,bitterpredict.maegz,240.3386,2.9295,5,58.011,40.166,66.4914,26.499,1,0,0,0,0,4,2,0,514.073,445.808,68.264,0,0,898.181,0,4,0.0084495,0,0.8757556,27.223,7.108,10.385,4.478,2.734,-3.213,-2.292,-3.542,2231.255,-0.271,1177.851,-2.394,10.967,-0.294,1,-0.014,3,100,0,0,3,0,0,6,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,17,,,,,,1,,,,,0
,Non-Bitter 1829,bitterpredict.maegz,142.1971,3.2246,0,0,21.001,47.5494,23.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,11,,,,,,2,,,,,0
,Non-Bitter 1830,bitterpredict.maegz,126.1531,0.9371,3,16.901,19.667,32.6451,15.548,4,0,0,0,0,3,0,0,345.832,189.11,0,156.722,0,521.434,0,2.2,0.0057468,0,0.9059398,14.284,4.064,4.817,3.123,1.778,-1.436,-1.354,-3.801,9906.038,-0.435,5899.293,-0.679,9.107,-0.516,3,-0.584,3,100,0,0,2,0,0,5,0,5,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,9,,,,,,1,,,,,0
,Non-Bitter 1831,bitterpredict.maegz,152.2334,1.9358,0,26.159,23,44.492,17.662,3,0,0,0,0,0,0,1,358.755,316.816,41.939,0,0,600.274,0,2,0.0261423,0,0.9592529,17.869,4.653,6.404,2.838,1.947,-1.99,-1.409,-2.191,3964.503,0.26,2192.407,-2.292,10.27,-0.813,1,-0.174,3,100,0,0,1,0,0,7,0,7,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,11,,,,,,2,,,,,0
,Non-Bitter 1832,bitterpredict.maegz,185.3296,2.8456,3,10.747,21.499,56.0951,22.284,2,0,0,0,0,3,0,1,454.413,410.911,7.115,3.755,32.631,750.361,0,2,0.0084889,0,0.8788094,21.985,5.48,7.347,2.206,3.256,-3.435,-2.251,-3.511,8480.722,0.401,7527.162,-1.349,9.131,-0.229,2,0.134,3,100,0,0,1,0,0,5,0,5,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,12,,,,,,1,,,,,0
,Non-Bitter 1833,bitterpredict.maegz,116.1583,1.6012,3,51.663,24,31.0212,12.507,4,0,0,1,0,3,0,-1,338.334,229.094,109.241,0,0,516.517,1,2,0.0126111,0.0059113,0.9201866,12.591,4.052,5.979,4.049,1.396,-0.73,-0.828,-1.016,230.979,-0.477,129.088,-3.245,11.286,-0.855,1,-0.634,3,77.42,0,0,2,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,8,,,,,,0,,,,,0
,Non-Bitter 1834,bitterpredict.maegz,216.2326,2.7578,5,46.121,38.001,57.2247,28.558,0,0,0,0,0,4,0,0,481.461,69.975,63.722,347.765,0,781.16,0,2.5,0.0189592,0,0.851983,25.861,8.223,9.693,5.257,3.127,-3.481,-3.165,-5.586,2463.933,-0.263,1311.156,-1.085,9.647,0.424,2,0.047,3,100,0,0,3,0,0,11,0,11,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,16,,,,,,2,,,,,0
,Non-Bitter 1835,bitterpredict.maegz,254.3883,3.5377,6,28.699,36.833,71.4096,30.842,1,0,0,0,0,6,1,1,488.202,374.721,14.556,78.986,19.939,886.356,0,3,0.0147978,0,0.9140518,26.22,7.539,9.577,3.169,3.685,-3.008,-3.383,-3.299,7208.848,0.135,5380.588,-0.933,8.882,0.075,4,0.134,3,100,0,0,2,0,0,5,0,5,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,17,,,,,,1,,,,,0
,Non-Bitter 1836,bitterpredict.maegz,148.2017,2.4653,2,34.922,25.667,46.0559,21.124,2,0,0,0,0,2,0,0,390.557,193.719,66.843,129.995,0,619.806,0,2,0.0215068,0,0.9001565,18.608,5.367,6.751,3.527,1.968,-1.85,-1.652,-3.768,2301.602,-0.107,1218.041,-2.101,9.473,-0.106,2,-0.203,3,100,0,0,1,0,0,6,0,6,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,11,,,,,,1,,,,,0
,Non-Bitter 1837,bitterpredict.maegz,182.2164,2.4722,3,37.109,31.168,50.3207,22.949,0,0,0,0,0,4,0,0,419.118,315.913,51.424,51.781,0,675.034,1,2.25,0.0165265,0.0053684,0.8879302,18.787,5.414,8.042,4.228,2.136,-2.463,-2.356,-3.592,3222.88,-0.112,1752.676,-1.901,8.639,-0.327,4,-0.146,3,100,0,0,3,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Non-Bitter 1838,bitterpredict.maegz,122.2522,1.409,3,0,10.666,36.4048,14.114,9,0,0,0,0,3,0,1,340.403,263.151,0,0,77.252,509.382,0,1,0.0136967,0,0.9061517,12.305,3.37,3.716,0.889,2.632,-2.509,-2.26,-3.051,9906.038,0.262,10000,-1.231,8.771,-0.224,0,-0.298,3,100,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,,,,,,0,,,,,0
,Non-Bitter 1839,bitterpredict.maegz,198.3019,4.1003,9,36.445,30.667,60.088,23.325,2,0,0,0,0,8,1,0,557.854,481.565,57.18,19.109,0,897.473,0,2,0.0083184,0,0.8066011,24.809,6.889,8.081,1.786,3.803,-4.439,-2.357,-4.753,2842.268,-0.505,1530.059,-1.738,10.527,0.137,1,0.349,3,100,0,0,2,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Non-Bitter 1839,bitterpredict.maegz,198.3019,4.1003,9,34.747,30.667,60.088,23.325,3,0,0,0,0,8,1,0,547.012,482.059,41.336,23.618,0,886.986,0,2,0.0041776,0,0.816167,24.432,6.726,7.853,1.683,3.849,-4.233,-2.357,-4.619,4017.079,-0.332,2223.851,-1.43,10.521,0.123,1,0.318,3,100,0,0,2,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Non-Bitter 1840,bitterpredict.maegz,148.1586,1.923,0,40.191,26.501,40.4553,19.152,1,0,0,0,0,0,1,1,343.875,97.499,67.421,178.955,0,536.03,0,2.5,0.0574553,0,0.9280195,17.007,5.09,7.154,4.685,1.184,-1.598,-1.53,-3.55,2272.733,0.042,1201.536,-2.132,9.55,0.148,2,-0.495,3,93.955,0,0,2,0,0,10,0,10,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,11,,,,,,2,,,,,0
,Non-Bitter 1841,bitterpredict.maegz,150.3054,2.9663,4,0,13.999,45.4022,17.784,7,0,0,0,0,4,1,1,393.953,309.567,0,0,84.386,617.997,0,1,0.0107753,0,0.8906599,16.01,4.47,4.943,0.799,3.217,-3.39,-3.39,-3.301,9906.038,0.355,10000,-1.135,9.332,2.006,0,-0.025,3,100,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,8,,,,,,0,,,,,0
,Non-Bitter 1842,bitterpredict.maegz,148.2017,2.8215,3,8.191,23.334,46.8085,21.483,4,0,0,0,0,3,0,1,388.896,204.167,0,184.729,0,617.484,0,0.75,0.0028953,0,0.9017405,18.396,5.271,5.474,1.988,2.574,-3.214,-3.599,-4.003,9906.038,0.258,5899.293,-0.581,9.007,-0.33,2,0.083,3,100,0,0,1,0,0,6,0,6,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,11,,,,,,1,,,,,0
,Non-Bitter 1843,bitterpredict.maegz,160.2108,0.7489,3,40.087,25.499,41.3197,16.591,2,0,0,0,0,4,1,0,400.237,342.19,58.047,0,0,631.54,1,5.1,0.012078,0.0127425,0.889437,16.552,4.646,8.685,6.683,0.795,-1.352,-0.79,-3.321,2788.973,-0.167,1499.072,-2.205,10.529,-2.467,1,-0.715,3,93.269,0,0,3,0,0,5,0,5,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,11,,,,,,1,,,,,0
,Non-Bitter 1844,bitterpredict.maegz,59.044,-0.9077,0,52.753,19.667,10.3659,4.417,10,0,0,1,0,0,0,-1,215.338,95.793,119.545,0,0,281.965,1,2,0.0324449,0.0092877,0.9657003,5.13,1.914,3.895,4.485,-0.17,1.181,-0.032,-0.28,184.439,-0.291,101.219,-3.723,11.14,-1.043,0,-1.041,2,66.505,0,0,2,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,4,,,,,,0,,,,,-1
,Non-Bitter 1845,bitterpredict.maegz,135.2062,2.3298,2,12.963,19.5,42.6929,19.785,3,0,0,0,0,2,0,1,371.776,191.946,28.025,151.805,0,590.948,0,1.5,0.0104533,0,0.9160444,17.661,5.089,5.872,2.873,2.144,-1.893,-1.608,-3.614,5371.979,0.22,3044.66,-1.309,9.887,0.028,3,-0.153,3,100,0,0,1,0,0,6,0,6,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,10,,,,,,1,,,,,0
,Non-Bitter 1846,bitterpredict.maegz,128.1921,1.9354,1,8.591,16.667,34.8216,16.076,6,0,0,0,0,1,0,1,332.653,184.473,0,98.364,49.816,502.33,0,0.5,0.0122441,0,0.9186836,14.247,3.925,4.219,1.478,2.408,-2.257,-2.616,-3.317,9906.038,0.333,10000,-1.077,9.018,0.074,2,-0.1,3,100,0,0,1,0,0,5,0,5,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,8,,,,,,1,,,,,0
,Non-Bitter 1847,bitterpredict.maegz,184.2753,3.4587,6,41.46,27.5,52.2551,20.908,3,0,0,0,0,6,1,0,491.525,421.903,69.622,0,0,789.353,0,3,0.0410935,0,0.8403623,21.583,5.835,8.135,3.007,2.502,-2.984,-1.7,-4.115,2166.058,-0.455,1140.695,-2.227,11.03,-0.995,1,-0.148,3,100,0,0,2,0,0,5,0,5,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,13,,,,,,1,,,,,0
,Non-Bitter 1848,bitterpredict.maegz,162.1852,2.606,2,18.701,26.001,46.1122,21.346,4,0,0,0,0,2,1,0,355.712,183.279,0,172.433,0,577.05,0,1.5,0.0029009,0,0.9423435,17.302,5.157,5.587,2.784,2.399,-2.534,-2.534,-3.287,9906.038,-0.127,5899.293,-0.72,8.925,-0.112,1,-0.193,3,100,0,0,2,0,0,9,0,9,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,12,,,,,,2,,,,,0
,Non-Bitter 1849,bitterpredict.maegz,214.3443,4.7539,11,35.925,31.167,63.5189,25.352,3,0,0,0,0,10,1,0,591.618,544.109,47.509,0,0,969.517,0,2,0.0079335,0,0.8007449,26.225,7.426,8.414,1.23,4.317,-4.753,-2.697,-4.756,3510.556,-0.533,1922.369,-1.435,11.001,-0.992,1,0.473,3,100,0,0,2,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,15,,,,,,0,,,,,0
,Non-Bitter 1850,bitterpredict.maegz,142.1956,1.8794,2,37.675,23,38.4262,15.403,5,0,0,0,0,1,1,1,383.454,335.54,47.914,0,0,599.625,0,2,0.013781,0,0.89682,17.201,4.07,5.873,2.717,2.016,-2.056,-1.136,-3.202,3479.637,0.106,1904.075,-2.307,11.168,-1.005,0,-0.219,3,100,0,0,2,0,0,6,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,1,,,,,0
,Non-Bitter 1851,bitterpredict.maegz,134.0874,-1.0622,3,121.065,40.167,24.8752,10.197,3,0,0,2,0,4,0,-2,301.99,52.98,249.009,0,0,446.223,2,4.7,0.0037687,0.02201,0.9351346,9.135,4.641,8.249,8.816,-0.476,-0.213,-0.545,1.033,2.765,-1.576,1.374,-5.725,11.304,-0.284,2,-1.251,1,32.067,0,0,5,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,9,,,,,,0,,,,,0
,Non-Bitter 1852,bitterpredict.maegz,174.239,3.104,3,35.718,29.667,55.6412,24.602,2,0,0,0,0,3,1,0,432.043,184.284,70.191,177.568,0,707.378,0,2,0.0204505,0,0.8886672,21.925,6.549,7.941,3.752,2.629,-2.64,-2.205,-4.18,2139.319,-0.21,1125.482,-1.9,9.626,0.381,1,0.009,3,100,0,0,1,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Non-Bitter 1852,bitterpredict.maegz,174.239,3.104,3,32.936,29.667,55.6412,24.602,2,0,0,0,0,3,1,0,434.978,189.366,53.309,192.303,0,709.833,0,2,0.0142614,0,0.8847112,22.164,6.529,7.871,3.745,2.771,-2.697,-2.205,-4.315,3092.95,-0.071,1676.428,-1.537,9.448,0.415,1,0.016,3,100,0,0,1,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Non-Bitter 1853,bitterpredict.maegz,166.26,3.7997,6,8.681,22.167,49.1308,22.251,5,0,0,0,0,6,0,2,450.731,303.27,0,147.461,0,728.823,0,0.5,0.000873,0,0.8689523,20.569,5.921,5.844,0.976,3.817,-4.973,-4.973,-4.356,9906.038,0.571,5899.293,-0.424,8.985,-0.592,2,0.345,3,100,0,0,1,0,0,5,0,5,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,12,,,,,,1,,,,,0
,Non-Bitter 1854,bitterpredict.maegz,212.3715,5.5026,12,38.177,29,66.9562,26.55,2,0,0,0,0,12,0,-1,601.6,524.914,76.686,0,0,993.165,0,2,0.0134065,0,0.8002113,25.887,7.875,8.45,1.011,4.27,-4.617,-2.655,-4.765,1856.445,-0.958,965.525,-1.781,10.702,-0.656,1,0.457,3,100,0,0,1,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,15,,,,,,0,,,,,0
,Non-Bitter 1855,bitterpredict.maegz,90.1872,1.8051,1,0,10.055,28.1323,11.114,10,0,0,0,0,2,1,1,287.896,215.006,0,0,72.889,422.172,0.8,0.5,0.0066167,0.0015534,0.9453444,9.457,2.974,3.599,1.66,2.075,-1.71,-1.781,-2.416,9906.038,0.394,10000,-1.327,9.158,-0.383,1,-0.456,3,100,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,,,,,,0,,,,,0
,Non-Bitter 1856,bitterpredict.maegz,124.2034,2.3718,1,0,15.5,38.9645,18.533,7,0,0,0,0,1,0,1,331.442,89.049,0,200.916,41.477,502.821,0,0.5,0.008494,0,0.9226423,15.246,4.638,4.65,2.17,2.742,-2.405,-2.621,-3.742,9906.038,0.142,9954.357,-0.716,8.948,0.311,0,-0.099,3,100,0,0,0,0,0,6,0,6,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,8,,,,,,1,,,,,0
,Non-Bitter 1857,bitterpredict.maegz,148.2233,1.0993,5,36.994,22.5,39.488,15.507,2,0,0,0,0,4,1,0,410.352,310.392,56.787,0,43.173,622.259,0,2.5,0.0166473,0,0.8589933,16.18,4.361,5.898,2.688,1.909,-2.221,-1.061,-3.814,2866.714,-0.085,2662.12,-2.182,9.045,-0.066,1,-0.414,3,100,0,0,2,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,9,,,,,,0,,,,,0
,Non-Bitter 1858,bitterpredict.maegz,206.2808,3.6401,7,35.324,33.334,60.4553,27.266,1,0,0,0,0,6,1,0,503.091,264.907,50.754,187.43,0,839.92,0,2,0.012152,0,0.8557441,25.397,7.626,8.796,3.196,3.669,-3.727,-2.886,-4.76,3270.412,-0.26,1780.633,-1.219,9.842,-0.03,2,0.267,3,100,0,0,2,0,0,6,0,6,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,15,,,,,,1,,,,,0
,Non-Bitter 1859,bitterpredict.maegz,140.2227,2.7847,5,27.442,22.667,44.9459,17.183,2,0,0,0,0,5,1,0,428.764,360.974,46.375,21.415,0,671.377,0,2,0.0214546,0,0.8648169,17.709,4.718,5.979,2.079,2.422,-2.481,-1.123,-3.822,3598.497,-0.151,1974.473,-1.819,10.396,0.179,2,-0.18,3,100,0,0,1,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
,Non-Bitter 1859,bitterpredict.maegz,140.2227,2.7847,5,25.727,22.667,44.9459,17.183,2,0,0,0,0,5,1,0,423.313,360.349,38.405,24.558,0,665.418,0,2,0.0158868,0,0.8707628,17.5,4.665,5.81,2.033,2.439,-2.378,-1.123,-3.74,4282.591,-0.076,2383.143,-1.661,10.356,0.139,2,-0.198,3,100,0,0,1,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
,Non-Bitter 1860,bitterpredict.maegz,341.444,3.6734,11,64.047,56.001,100.206,45.848,0,1,0,0,0,12,0,1,658.541,299.374,68.455,290.713,0,1195.455,2,5.95,0.0142035,0.0127776,0.8271881,36.759,12.309,17.892,9.89,3.503,-2.882,-3.428,-6.441,554.174,-0.428,289.162,-2.668,9.247,0.311,5,0.172,3,96.564,0,0,4,0,0,12,0,12,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,25,,,,,,2,,,,,0
