Recipe ID 1,Recipe ID 2,No_of_shared_ingredients
R0000030,R0000064,3
R0000030,R0000065,4
R0000030,R0000066,0
R0000030,R0000067,3
R0000030,R0000068,3
R0000030,R0000069,5
R0000030,R0000070,2
R0000030,R0000071,2
R0000030,R0000072,3
R0000030,R0000073,2
R0000030,R0000074,1
R0000030,R0000075,2
R0000030,R0000076,0
R0000030,R0000077,1
R0000030,R0000078,2
R0000030,R0000079,2
R0000030,R0000080,1
R0000030,R0000081,1
R0000030,R0000082,2
R0000030,R0000083,5
R0000030,R0000084,0
R0000030,R0000085,1
R0000030,R0000086,1
R0000030,R0000087,2
R0000030,R0000088,6
R0000030,R0000089,3
R0000030,R0000090,6
R0000030,R0000091,2
R0000030,R0000092,2
R0000030,R0000093,1
R0000030,R0000094,4
R0000030,R0000095,2
R0000030,R0000096,6
R0000030,R0000097,3
R0000030,R0000098,0
R0000030,R0000099,2
R0000030,R00000100,2
R0000031,R0000032,1
R0000031,R0000033,3
R0000031,R0000034,0
R0000031,R0000035,2
R0000031,R0000036,0
R0000031,R0000037,0
R0000031,R0000038,1
R0000031,R0000039,0
R0000031,R0000040,0
R0000031,R0000041,2
R0000031,R0000042,1
R0000031,R0000043,1
R0000031,R0000044,1
R0000031,R0000045,2
R0000031,R0000046,1
R0000031,R0000047,0
R0000031,R0000048,2
R0000031,R0000049,2
R0000031,R0000050,1
R0000031,R0000051,1
R0000031,R0000052,1
R0000031,R0000053,2
R0000031,R0000054,2
R0000031,R0000055,1
R0000031,R0000056,2
R0000031,R0000057,1
R0000031,R0000058,1
R0000031,R0000059,0
R0000031,R0000060,1
R0000031,R0000061,0
R0000031,R0000062,0
R0000031,R0000063,1
R0000031,R0000064,1
R0000031,R0000065,3
R0000031,R0000066,0
R0000031,R0000067,0
R0000031,R0000068,1
R0000031,R0000069,2
R0000031,R0000070,1
R0000031,R0000071,0
R0000031,R0000072,2
R0000031,R0000073,1
R0000031,R0000074,0
R0000031,R0000075,1
R0000031,R0000076,0
R0000031,R0000077,0
R0000031,R0000078,1
R0000031,R0000079,1
R0000031,R0000080,1
R0000031,R0000081,1
R0000031,R0000082,1
R0000031,R0000083,2
R0000031,R0000084,0
R0000031,R0000085,0
R0000031,R0000086,0
R0000031,R0000087,0
R0000031,R0000088,1
R0000031,R0000089,1
R0000031,R0000090,1
R0000031,R0000091,0
R0000031,R0000092,1
R0000031,R0000093,1
R0000031,R0000094,2
R0000031,R0000095,0
R0000031,R0000096,1
R0000031,R0000097,2
R0000031,R0000098,0
R0000031,R0000099,1
R0000031,R00000100,1
R0000032,R0000033,2
R0000032,R0000034,0
R0000032,R0000035,2
R0000032,R0000036,3
R0000032,R0000037,3
R0000032,R0000038,0
R0000032,R0000039,1
R0000032,R0000040,0
R0000032,R0000041,2
R0000032,R0000042,2
R0000032,R0000043,4
R0000032,R0000044,1
R0000032,R0000045,3
R0000032,R0000046,3
R0000032,R0000047,1
R0000032,R0000048,2
R0000032,R0000049,2
R0000032,R0000050,1
R0000032,R0000051,5
R0000032,R0000052,3
R0000032,R0000053,3
R0000032,R0000054,3
R0000032,R0000055,1
R0000032,R0000056,2
R0000032,R0000057,1
R0000032,R0000058,1
R0000032,R0000059,0
R0000032,R0000060,3
R0000032,R0000061,3
R0000032,R0000062,2
R0000032,R0000063,2
R0000032,R0000064,1
R0000032,R0000065,3
R0000032,R0000066,1
R0000032,R0000067,1
R0000032,R0000068,3
R0000032,R0000069,3
R0000032,R0000070,1
R0000032,R0000071,2
R0000032,R0000072,2
R0000032,R0000073,1
R0000032,R0000074,1
R0000032,R0000075,1
R0000032,R0000076,0
R0000032,R0000077,1
R0000032,R0000078,2
R0000032,R0000079,2
R0000032,R0000080,2
R0000032,R0000081,1
R0000032,R0000082,4
R0000032,R0000083,4
R0000032,R0000084,0
R0000032,R0000085,1
R0000032,R0000086,0
R0000032,R0000087,2
R0000032,R0000088,4
R0000032,R0000089,3
R0000032,R0000090,6
R0000032,R0000091,2
R0000032,R0000092,2
R0000032,R0000093,2
R0000032,R0000094,3
R0000032,R0000095,3
R0000032,R0000096,5
R0000032,R0000097,2
R0000032,R0000098,1
R0000032,R0000099,1
R0000032,R00000100,2
R0000033,R0000034,0
R0000033,R0000035,4
R0000033,R0000036,1
R0000033,R0000037,0
R0000033,R0000038,1
R0000033,R0000039,1
R0000033,R0000040,1
R0000033,R0000041,3
R0000033,R0000042,1
R0000033,R0000043,1
R0000033,R0000044,1
R0000033,R0000045,4
R0000033,R0000046,3
R0000033,R0000047,0
R0000033,R0000048,3
R0000033,R0000049,2
R0000033,R0000050,2
R0000033,R0000051,3
R0000033,R0000052,2
R0000033,R0000053,3
R0000033,R0000054,3
R0000033,R0000055,1
R0000033,R0000056,4
R0000033,R0000057,1
R0000033,R0000058,2
R0000033,R0000059,0
R0000033,R0000060,1
R0000033,R0000061,0
R0000033,R0000062,1
R0000033,R0000063,2
R0000033,R0000064,1
R0000033,R0000065,4
R0000033,R0000066,1
R0000033,R0000067,0
R0000033,R0000068,1
R0000033,R0000069,2
R0000033,R0000070,3
R0000033,R0000071,0
R0000033,R0000072,2
R0000033,R0000073,2
R0000033,R0000074,1
R0000033,R0000075,2
R0000033,R0000076,0
R0000033,R0000077,0
R0000033,R0000078,2
R0000033,R0000079,2
R0000033,R0000080,2
R0000033,R0000081,1
R0000033,R0000082,1
R0000033,R0000083,2
R0000033,R0000084,1
R0000033,R0000085,0
R0000033,R0000086,0
R0000033,R0000087,0
R0000033,R0000088,1
R0000033,R0000089,1
R0000033,R0000090,2
R0000033,R0000091,0
R0000033,R0000092,2
R0000033,R0000093,1
R0000033,R0000094,3
R0000033,R0000095,1
R0000033,R0000096,2
R0000033,R0000097,4
R0000033,R0000098,1
R0000033,R0000099,3
R0000033,R00000100,2
R0000034,R0000035,1
R0000034,R0000036,1
R0000034,R0000037,2
R0000034,R0000038,3
R0000034,R0000039,0
R0000034,R0000040,1
R0000034,R0000041,0
R0000034,R0000042,1
R0000034,R0000043,1
R0000034,R0000044,2
R0000034,R0000045,1
R0000034,R0000046,1
R0000034,R0000047,0
R0000034,R0000048,1
R0000034,R0000049,2
R0000034,R0000050,1
R0000034,R0000051,0
R0000034,R0000052,0
R0000034,R0000053,0
R0000034,R0000054,2
R0000034,R0000055,0
R0000034,R0000056,2
R0000034,R0000057,1
R0000034,R0000058,1
R0000034,R0000059,0
R0000034,R0000060,1
R0000034,R0000061,2
R0000034,R0000062,0
R0000034,R0000063,0
R0000034,R0000064,1
R0000034,R0000065,1
R0000034,R0000066,0
R0000034,R0000067,0
R0000034,R0000068,2
R0000034,R0000069,1
R0000034,R0000070,0
R0000034,R0000071,1
R0000034,R0000072,3
R0000034,R0000073,1
R0000034,R0000074,1
R0000034,R0000075,0
R0000034,R0000076,2
R0000034,R0000077,1
R0000034,R0000078,2
R0000034,R0000079,1
R0000034,R0000080,1
R0000034,R0000081,0
R0000034,R0000082,0
R0000034,R0000083,0
R0000034,R0000084,0
R0000034,R0000085,1
R0000034,R0000086,0
R0000034,R0000087,1
R0000034,R0000088,0
R0000034,R0000089,0
R0000034,R0000090,1
R0000034,R0000091,0
R0000034,R0000092,0
R0000034,R0000093,1
R0000034,R0000094,2
R0000034,R0000095,2
R0000034,R0000096,0
R0000034,R0000097,1
R0000034,R0000098,1
R0000034,R0000099,1
R0000034,R00000100,0
R0000035,R0000036,1
R0000035,R0000037,1
R0000035,R0000038,1
R0000035,R0000039,2
R0000035,R0000040,2
R0000035,R0000041,4
R0000035,R0000042,2
R0000035,R0000043,1
R0000035,R0000044,2
R0000035,R0000045,5
R0000035,R0000046,3
R0000035,R0000047,0
R0000035,R0000048,4
R0000035,R0000049,2
R0000035,R0000050,2
R0000035,R0000051,3
R0000035,R0000052,2
R0000035,R0000053,3
R0000035,R0000054,4
R0000035,R0000055,2
R0000035,R0000056,2
R0000035,R0000057,1
R0000035,R0000058,3
R0000035,R0000059,0
R0000035,R0000060,1
R0000035,R0000061,0
R0000035,R0000062,1
R0000035,R0000063,2
R0000035,R0000064,1
R0000035,R0000065,4
R0000035,R0000066,1
R0000035,R0000067,0
R0000035,R0000068,2
R0000035,R0000069,3
R0000035,R0000070,2
R0000035,R0000071,0
R0000035,R0000072,3
R0000035,R0000073,2
R0000035,R0000074,2
R0000035,R0000075,3
R0000035,R0000076,0
R0000035,R0000077,0
R0000035,R0000078,2
R0000035,R0000079,3
R0000035,R0000080,2
R0000035,R0000081,1
R0000035,R0000082,1
R0000035,R0000083,2
R0000035,R0000084,1
R0000035,R0000085,0
R0000035,R0000086,0
R0000035,R0000087,0
R0000035,R0000088,1
R0000035,R0000089,1
R0000035,R0000090,2
R0000035,R0000091,0
R0000035,R0000092,2
R0000035,R0000093,1
R0000035,R0000094,3
R0000035,R0000095,1
R0000035,R0000096,2
R0000035,R0000097,5
R0000035,R0000098,1
R0000035,R0000099,3
R0000035,R00000100,2
R0000036,R0000037,3
R0000036,R0000038,1
R0000036,R0000039,0
R0000036,R0000040,0
R0000036,R0000041,1
R0000036,R0000042,0
R0000036,R0000043,5
R0000036,R0000044,1
R0000036,R0000045,1
R0000036,R0000046,1
R0000036,R0000047,0
R0000036,R0000048,1
R0000036,R0000049,0
R0000036,R0000050,1
R0000036,R0000051,3
R0000036,R0000052,6
R0000036,R0000053,2
R0000036,R0000054,1
R0000036,R0000055,0
R0000036,R0000056,1
R0000036,R0000057,0
R0000036,R0000058,0
R0000036,R0000059,1
R0000036,R0000060,2
R0000036,R0000061,5
R0000036,R0000062,2
R0000036,R0000063,1
R0000036,R0000064,1
R0000036,R0000065,1
R0000036,R0000066,0
R0000036,R0000067,1
R0000036,R0000068,2
R0000036,R0000069,3
R0000036,R0000070,1
R0000036,R0000071,2
R0000036,R0000072,0
R0000036,R0000073,1
R0000036,R0000074,0
R0000036,R0000075,1
R0000036,R0000076,1
R0000036,R0000077,2
R0000036,R0000078,1
R0000036,R0000079,1
R0000036,R0000080,0
R0000036,R0000081,0
R0000036,R0000082,0
R0000036,R0000083,2
R0000036,R0000084,0
R0000036,R0000085,1
R0000036,R0000086,0
R0000036,R0000087,3
R0000036,R0000088,2
R0000036,R0000089,2
R0000036,R0000090,6
R0000036,R0000091,3
R0000036,R0000092,1
R0000036,R0000093,3
R0000036,R0000094,3
R0000036,R0000095,3
R0000036,R0000096,6
R0000036,R0000097,1
R0000036,R0000098,1
R0000036,R0000099,0
R0000036,R00000100,1
R0000037,R0000038,1
R0000037,R0000039,1
R0000037,R0000040,2
R0000037,R0000041,1
R0000037,R0000042,2
R0000037,R0000043,3
R0000037,R0000044,3
R0000037,R0000045,1
R0000037,R0000046,1
R0000037,R0000047,0
R0000037,R0000048,0
R0000037,R0000049,1
R0000037,R0000050,0
R0000037,R0000051,3
R0000037,R0000052,2
R0000037,R0000053,0
R0000037,R0000054,0
R0000037,R0000055,1
R0000037,R0000056,0
R0000037,R0000057,1
R0000037,R0000058,0
R0000037,R0000059,0
R0000037,R0000060,2
R0000037,R0000061,5
R0000037,R0000062,2
R0000037,R0000063,0
R0000037,R0000064,1
R0000037,R0000065,1
R0000037,R0000066,0
R0000037,R0000067,0
R0000037,R0000068,3
R0000037,R0000069,3
R0000037,R0000070,0
R0000037,R0000071,5
R0000037,R0000072,1
R0000037,R0000073,1
R0000037,R0000074,1
R0000037,R0000075,1
R0000037,R0000076,1
R0000037,R0000077,2
R0000037,R0000078,0
R0000037,R0000079,1
R0000037,R0000080,0
R0000037,R0000081,0
R0000037,R0000082,1
R0000037,R0000083,3
R0000037,R0000084,1
R0000037,R0000085,2
R0000037,R0000086,0
R0000037,R0000087,2
R0000037,R0000088,1
R0000037,R0000089,3
R0000037,R0000090,5
R0000037,R0000091,2
R0000037,R0000092,3
R0000037,R0000093,4
R0000037,R0000094,2
R0000037,R0000095,5
R0000037,R0000096,4
R0000037,R0000097,0
R0000037,R0000098,2
R0000037,R0000099,0
R0000037,R00000100,0
R0000038,R0000039,0
R0000038,R0000040,0
R0000038,R0000041,1
R0000038,R0000042,0
R0000038,R0000043,3
R0000038,R0000044,1
R0000038,R0000045,2
R0000038,R0000046,0
R0000038,R0000047,0
R0000038,R0000048,1
R0000038,R0000049,1
R0000038,R0000050,1
R0000038,R0000051,2
R0000038,R0000052,0
R0000038,R0000053,1
R0000038,R0000054,1
R0000038,R0000055,0
R0000038,R0000056,2
R0000038,R0000057,0
R0000038,R0000058,1
R0000038,R0000059,1
R0000038,R0000060,1
R0000038,R0000061,1
R0000038,R0000062,1
R0000038,R0000063,0
R0000038,R0000064,3
R0000038,R0000065,2
R0000038,R0000066,0
R0000038,R0000067,2
R0000038,R0000068,1
R0000038,R0000069,3
R0000038,R0000070,1
R0000038,R0000071,2
R0000038,R0000072,1
R0000038,R0000073,1
R0000038,R0000074,0
R0000038,R0000075,1
R0000038,R0000076,3
R0000038,R0000077,1
R0000038,R0000078,1
R0000038,R0000079,1
R0000038,R0000080,0
R0000038,R0000081,0
R0000038,R0000082,0
R0000038,R0000083,2
R0000038,R0000084,0
R0000038,R0000085,2
R0000038,R0000086,0
R0000038,R0000087,2
R0000038,R0000088,1
R0000038,R0000089,0
R0000038,R0000090,1
R0000038,R0000091,0
R0000038,R0000092,1
R0000038,R0000093,2
R0000038,R0000094,5
R0000038,R0000095,1
R0000038,R0000096,0
R0000038,R0000097,1
R0000038,R0000098,1
R0000038,R0000099,1
R0000038,R00000100,0
R0000039,R0000040,2
R0000039,R0000041,1
R0000039,R0000042,1
R0000039,R0000043,0
R0000039,R0000044,1
R0000039,R0000045,2
R0000039,R0000046,1
R0000039,R0000047,0
R0000039,R0000048,0
R0000039,R0000049,0
R0000039,R0000050,0
R0000039,R0000051,1
R0000039,R0000052,0
R0000039,R0000053,0
R0000039,R0000054,1
R0000039,R0000055,1
R0000039,R0000056,1
R0000039,R0000057,0
R0000039,R0000058,1
R0000039,R0000059,0
R0000039,R0000060,1
R0000039,R0000061,1
R0000039,R0000062,1
R0000039,R0000063,0
R0000039,R0000064,0
R0000039,R0000065,3
R0000039,R0000066,1
R0000039,R0000067,0
R0000039,R0000068,2
R0000039,R0000069,2
R0000039,R0000070,0
R0000039,R0000071,0
R0000039,R0000072,0
R0000039,R0000073,1
R0000039,R0000074,3
R0000039,R0000075,1
R0000039,R0000076,1
R0000039,R0000077,0
R0000039,R0000078,0
R0000039,R0000079,1
R0000039,R0000080,0
R0000039,R0000081,0
R0000039,R0000082,1
R0000039,R0000083,1
R0000039,R0000084,1
R0000039,R0000085,0
R0000039,R0000086,0
R0000039,R0000087,0
R0000039,R0000088,0
R0000039,R0000089,1
R0000039,R0000090,1
R0000039,R0000091,0
R0000039,R0000092,1
R0000039,R0000093,0
R0000039,R0000094,0
R0000039,R0000095,1
R0000039,R0000096,0
R0000039,R0000097,1
R0000039,R0000098,1
R0000039,R0000099,1
R0000039,R00000100,0
R0000040,R0000041,1
R0000040,R0000042,2
R0000040,R0000043,0
R0000040,R0000044,2
R0000040,R0000045,3
R0000040,R0000046,2
R0000040,R0000047,0
R0000040,R0000048,1
R0000040,R0000049,1
R0000040,R0000050,0
R0000040,R0000051,1
R0000040,R0000052,0
R0000040,R0000053,0
R0000040,R0000054,0
R0000040,R0000055,1
R0000040,R0000056,1
R0000040,R0000057,1
R0000040,R0000058,1
R0000040,R0000059,1
R0000040,R0000060,0
R0000040,R0000061,1
R0000040,R0000062,1
R0000040,R0000063,0
R0000040,R0000064,0
R0000040,R0000065,2
R0000040,R0000066,1
R0000040,R0000067,0
R0000040,R0000068,2
R0000040,R0000069,1
R0000040,R0000070,0
R0000040,R0000071,0
R0000040,R0000072,1
R0000040,R0000073,2
R0000040,R0000074,2
R0000040,R0000075,1
R0000040,R0000076,0
R0000040,R0000077,0
R0000040,R0000078,0
R0000040,R0000079,1
R0000040,R0000080,0
R0000040,R0000081,0
R0000040,R0000082,0
R0000040,R0000083,0
R0000040,R0000084,1
R0000040,R0000085,0
R0000040,R0000086,0
R0000040,R0000087,0
R0000040,R0000088,0
R0000040,R0000089,0
R0000040,R0000090,0
R0000040,R0000091,0
R0000040,R0000092,1
R0000040,R0000093,0
R0000040,R0000094,0
R0000040,R0000095,2
R0000040,R0000096,0
R0000040,R0000097,1
R0000040,R0000098,1
R0000040,R0000099,1
R0000040,R00000100,0
R0000041,R0000042,2
R0000041,R0000043,1
R0000041,R0000044,2
R0000041,R0000045,4
R0000041,R0000046,3
R0000041,R0000047,0
R0000041,R0000048,3
R0000041,R0000049,2
R0000041,R0000050,2
R0000041,R0000051,2
R0000041,R0000052,2
R0000041,R0000053,3
R0000041,R0000054,3
R0000041,R0000055,2
R0000041,R0000056,2
R0000041,R0000057,1
R0000041,R0000058,1
R0000041,R0000059,0
R0000041,R0000060,2
R0000041,R0000061,0
R0000041,R0000062,0
R0000041,R0000063,2
R0000041,R0000064,2
R0000041,R0000065,4
R0000041,R0000066,0
R0000041,R0000067,0
R0000041,R0000068,2
R0000041,R0000069,3
R0000041,R0000070,2
R0000041,R0000071,1
R0000041,R0000072,2
R0000041,R0000073,2
R0000041,R0000074,1
R0000041,R0000075,3
R0000041,R0000076,0
R0000041,R0000077,0
R0000041,R0000078,2
R0000041,R0000079,3
R0000041,R0000080,1
R0000041,R0000081,1
R0000041,R0000082,2
R0000041,R0000083,2
R0000041,R0000084,1
R0000041,R0000085,0
R0000041,R0000086,0
R0000041,R0000087,0
R0000041,R0000088,1
R0000041,R0000089,2
R0000041,R0000090,3
R0000041,R0000091,1
R0000041,R0000092,1
R0000041,R0000093,1
R0000041,R0000094,3
R0000041,R0000095,1
R0000041,R0000096,2
R0000041,R0000097,4
R0000041,R0000098,0
R0000041,R0000099,1
R0000041,R00000100,2
R0000042,R0000043,0
R0000042,R0000044,3
R0000042,R0000045,3
R0000042,R0000046,3
R0000042,R0000047,1
R0000042,R0000048,1
R0000042,R0000049,3
R0000042,R0000050,0
R0000042,R0000051,1
R0000042,R0000052,1
R0000042,R0000053,2
R0000042,R0000054,2
R0000042,R0000055,2
R0000042,R0000056,0
R0000042,R0000057,2
R0000042,R0000058,1
R0000042,R0000059,0
R0000042,R0000060,1
R0000042,R0000061,1
R0000042,R0000062,0
R0000042,R0000063,1
R0000042,R0000064,1
R0000042,R0000065,2
R0000042,R0000066,0
R0000042,R0000067,0
R0000042,R0000068,3
R0000042,R0000069,2
R0000042,R0000070,0
R0000042,R0000071,0
R0000042,R0000072,3
R0000042,R0000073,1
R0000042,R0000074,1
R0000042,R0000075,1
R0000042,R0000076,0
R0000042,R0000077,0
R0000042,R0000078,1
R0000042,R0000079,2
R0000042,R0000080,1
R0000042,R0000081,1
R0000042,R0000082,1
R0000042,R0000083,1
R0000042,R0000084,1
R0000042,R0000085,0
R0000042,R0000086,0
R0000042,R0000087,0
R0000042,R0000088,2
R0000042,R0000089,1
R0000042,R0000090,2
R0000042,R0000091,0
R0000042,R0000092,1
R0000042,R0000093,1
R0000042,R0000094,1
R0000042,R0000095,1
R0000042,R0000096,2
R0000042,R0000097,1
R0000042,R0000098,0
R0000042,R0000099,1
R0000042,R00000100,1
R0000043,R0000044,1
R0000043,R0000045,1
R0000043,R0000046,0
R0000043,R0000047,0
R0000043,R0000048,1
R0000043,R0000049,1
R0000043,R0000050,1
R0000043,R0000051,3
R0000043,R0000052,3
R0000043,R0000053,1
R0000043,R0000054,1
R0000043,R0000055,0
R0000043,R0000056,1
R0000043,R0000057,0
R0000043,R0000058,1
R0000043,R0000059,1
R0000043,R0000060,2
R0000043,R0000061,5
R0000043,R0000062,2
R0000043,R0000063,0
R0000043,R0000064,1
R0000043,R0000065,1
R0000043,R0000066,0
R0000043,R0000067,2
R0000043,R0000068,2
R0000043,R0000069,4
R0000043,R0000070,1
R0000043,R0000071,4
R0000043,R0000072,1
R0000043,R0000073,2
R0000043,R0000074,1
R0000043,R0000075,1
R0000043,R0000076,2
R0000043,R0000077,3
R0000043,R0000078,0
R0000043,R0000079,0
R0000043,R0000080,0
R0000043,R0000081,0
R0000043,R0000082,3
R0000043,R0000083,3
R0000043,R0000084,0
R0000043,R0000085,2
R0000043,R0000086,0
R0000043,R0000087,4
R0000043,R0000088,2
R0000043,R0000089,1
R0000043,R0000090,4
R0000043,R0000091,2
R0000043,R0000092,1
R0000043,R0000093,4
R0000043,R0000094,4
R0000043,R0000095,3
R0000043,R0000096,4
R0000043,R0000097,1
R0000043,R0000098,2
R0000043,R0000099,1
R0000043,R00000100,0
R0000044,R0000045,2
R0000044,R0000046,2
R0000044,R0000047,0
R0000044,R0000048,1
R0000044,R0000049,2
R0000044,R0000050,0
R0000044,R0000051,1
R0000044,R0000052,1
R0000044,R0000053,1
R0000044,R0000054,1
R0000044,R0000055,3
R0000044,R0000056,0
R0000044,R0000057,3
R0000044,R0000058,0
R0000044,R0000059,0
R0000044,R0000060,2
R0000044,R0000061,2
R0000044,R0000062,0
R0000044,R0000063,1
R0000044,R0000064,2
R0000044,R0000065,2
R0000044,R0000066,0
R0000044,R0000067,0
R0000044,R0000068,4
R0000044,R0000069,3
R0000044,R0000070,0
R0000044,R0000071,1
R0000044,R0000072,2
R0000044,R0000073,1
R0000044,R0000074,1
R0000044,R0000075,2
R0000044,R0000076,1
R0000044,R0000077,1
R0000044,R0000078,1
R0000044,R0000079,2
R0000044,R0000080,1
R0000044,R0000081,1
R0000044,R0000082,1
R0000044,R0000083,1
R0000044,R0000084,1
R0000044,R0000085,1
R0000044,R0000086,1
R0000044,R0000087,2
R0000044,R0000088,1
R0000044,R0000089,1
R0000044,R0000090,2
R0000044,R0000091,0
R0000044,R0000092,1
R0000044,R0000093,2
R0000044,R0000094,2
R0000044,R0000095,2
R0000044,R0000096,1
R0000044,R0000097,1
R0000044,R0000098,1
R0000044,R0000099,0
R0000044,R00000100,1
R0000045,R0000046,5
R0000045,R0000047,1
R0000045,R0000048,4
R0000045,R0000049,3
R0000045,R0000050,2
R0000045,R0000051,3
R0000045,R0000052,2
R0000045,R0000053,4
R0000045,R0000054,4
R0000045,R0000055,2
R0000045,R0000056,3
R0000045,R0000057,1
R0000045,R0000058,3
R0000045,R0000059,1
R0000045,R0000060,1
R0000045,R0000061,0
R0000045,R0000062,1
R0000045,R0000063,2
R0000045,R0000064,1
R0000045,R0000065,5
R0000045,R0000066,1
R0000045,R0000067,0
R0000045,R0000068,2
R0000045,R0000069,3
R0000045,R0000070,2
R0000045,R0000071,0
R0000045,R0000072,3
R0000045,R0000073,2
R0000045,R0000074,2
R0000045,R0000075,3
R0000045,R0000076,0
R0000045,R0000077,0
R0000045,R0000078,2
R0000045,R0000079,3
R0000045,R0000080,1
R0000045,R0000081,1
R0000045,R0000082,1
R0000045,R0000083,2
R0000045,R0000084,1
R0000045,R0000085,0
R0000045,R0000086,0
R0000045,R0000087,0
R0000045,R0000088,2
R0000045,R0000089,1
R0000045,R0000090,3
R0000045,R0000091,0
R0000045,R0000092,2
R0000045,R0000093,1
R0000045,R0000094,3
R0000045,R0000095,1
R0000045,R0000096,3
R0000045,R0000097,4
R0000045,R0000098,1
R0000045,R0000099,3
R0000045,R00000100,2
R0000046,R0000047,1
R0000046,R0000048,3
R0000046,R0000049,3
R0000046,R0000050,1
R0000046,R0000051,2
R0000046,R0000052,2
R0000046,R0000053,3
R0000046,R0000054,3
R0000046,R0000055,2
R0000046,R0000056,4
R0000046,R0000057,1
R0000046,R0000058,1
R0000046,R0000059,1
R0000046,R0000060,1
R0000046,R0000061,0
R0000046,R0000062,0
R0000046,R0000063,2
R0000046,R0000064,1
R0000046,R0000065,4
R0000046,R0000066,0
R0000046,R0000067,0
R0000046,R0000068,2
R0000046,R0000069,2
R0000046,R0000070,1
R0000046,R0000071,0
R0000046,R0000072,3
R0000046,R0000073,0
R0000046,R0000074,1
R0000046,R0000075,2
R0000046,R0000076,0
R0000046,R0000077,0
R0000046,R0000078,2
R0000046,R0000079,3
R0000046,R0000080,2
R0000046,R0000081,1
R0000046,R0000082,1
R0000046,R0000083,1
R0000046,R0000084,2
R0000046,R0000085,0
R0000046,R0000086,0
R0000046,R0000087,0
R0000046,R0000088,2
R0000046,R0000089,1
R0000046,R0000090,3
R0000046,R0000091,0
R0000046,R0000092,1
R0000046,R0000093,1
R0000046,R0000094,2
R0000046,R0000095,0
R0000046,R0000096,3
R0000046,R0000097,2
R0000046,R0000098,0
R0000046,R0000099,2
R0000046,R00000100,2
R0000047,R0000048,0
R0000047,R0000049,1
R0000047,R0000050,1
R0000047,R0000051,0
R0000047,R0000052,0
R0000047,R0000053,1
R0000047,R0000054,1
R0000047,R0000055,0
R0000047,R0000056,0
R0000047,R0000057,0
R0000047,R0000058,1
R0000047,R0000059,0
R0000047,R0000060,0
R0000047,R0000061,0
R0000047,R0000062,0
R0000047,R0000063,0
R0000047,R0000064,0
R0000047,R0000065,0
R0000047,R0000066,0
R0000047,R0000067,0
R0000047,R0000068,0
R0000047,R0000069,0
R0000047,R0000070,0
R0000047,R0000071,0
R0000047,R0000072,1
R0000047,R0000073,0
R0000047,R0000074,0
R0000047,R0000075,0
R0000047,R0000076,0
R0000047,R0000077,0
R0000047,R0000078,0
R0000047,R0000079,0
R0000047,R0000080,1
R0000047,R0000081,0
R0000047,R0000082,0
R0000047,R0000083,0
R0000047,R0000084,0
R0000047,R0000085,0
R0000047,R0000086,0
R0000047,R0000087,0
R0000047,R0000088,1
R0000047,R0000089,0
R0000047,R0000090,1
R0000047,R0000091,0
R0000047,R0000092,0
R0000047,R0000093,0
R0000047,R0000094,0
R0000047,R0000095,0
R0000047,R0000096,1
R0000047,R0000097,0
R0000047,R0000098,0
R0000047,R0000099,1
R0000047,R00000100,0
R0000048,R0000049,2
R0000048,R0000050,2
R0000048,R0000051,2
R0000048,R0000052,2
R0000048,R0000053,3
R0000048,R0000054,4
R0000048,R0000055,1
R0000048,R0000056,3
R0000048,R0000057,1
R0000048,R0000058,2
R0000048,R0000059,1
R0000048,R0000060,1
R0000048,R0000061,0
R0000048,R0000062,0
R0000048,R0000063,2
R0000048,R0000064,1
R0000048,R0000065,4
R0000048,R0000066,0
R0000048,R0000067,0
R0000048,R0000068,1
R0000048,R0000069,2
R0000048,R0000070,2
R0000048,R0000071,0
R0000048,R0000072,3
R0000048,R0000073,1
R0000048,R0000074,0
R0000048,R0000075,2
R0000048,R0000076,0
R0000048,R0000077,0
R0000048,R0000078,2
R0000048,R0000079,2
R0000048,R0000080,2
R0000048,R0000081,1
R0000048,R0000082,1
R0000048,R0000083,2
R0000048,R0000084,0
R0000048,R0000085,0
R0000048,R0000086,0
R0000048,R0000087,0
R0000048,R0000088,1
R0000048,R0000089,1
R0000048,R0000090,2
R0000048,R0000091,0
R0000048,R0000092,1
R0000048,R0000093,1
R0000048,R0000094,3
R0000048,R0000095,0
R0000048,R0000096,2
R0000048,R0000097,4
R0000048,R0000098,0
R0000048,R0000099,2
R0000048,R00000100,2
R0000049,R0000050,1
R0000049,R0000051,1
R0000049,R0000052,1
R0000049,R0000053,3
R0000049,R0000054,3
R0000049,R0000055,2
R0000049,R0000056,3
R0000049,R0000057,2
R0000049,R0000058,2
R0000049,R0000059,0
R0000049,R0000060,1
R0000049,R0000061,1
R0000049,R0000062,0
R0000049,R0000063,1
R0000049,R0000064,1
R0000049,R0000065,2
R0000049,R0000066,0
R0000049,R0000067,0
R0000049,R0000068,2
R0000049,R0000069,3
R0000049,R0000070,1
R0000049,R0000071,0
R0000049,R0000072,5
R0000049,R0000073,2
R0000049,R0000074,0
R0000049,R0000075,1
R0000049,R0000076,0
R0000049,R0000077,0
R0000049,R0000078,1
R0000049,R0000079,1
R0000049,R0000080,1
R0000049,R0000081,1
R0000049,R0000082,1
R0000049,R0000083,2
R0000049,R0000084,0
R0000049,R0000085,0
R0000049,R0000086,0
R0000049,R0000087,0
